the_geom,lng,objectid,year,dc_key,code,date_,race,sex,age,wound,officer_involved,the_geom_webmercator,offender_deceased,location,latino,point_x,point_y,dist,time,inside,outside,fatal,lat,offender_injured
0101000020E6100000A387CA54FBCB52C0BB2730191EF64340,-75.18721504,29,2016.0,201601032572,0111,2016-07-30,B,M,23,chest,N,0101000020110F000044C3839FA2ED5FC1F4818B4BF2845241,N,2400 BLOCK S 24TH ST,0,-75.18721504,39.92279354,01,02:43:00,0.0,1.0,1.0,39.92279353,N
0101000020E610000001AB3CE49AC952C0134AFCDDFD044440,-75.15007883,30,2015.0,201535022853,0411,2015-03-23,B,M,32,multi,N,0101000020110F0000D91D8A2099E95FC11FC55AB96E955241,N,5600 BLOCK OGONTZ AVE,0,-75.15007884,40.03899741,35,21:36:00,1.0,0.0,0.0,40.03899741,N
0101000020E61000008AA93630A0CF52C046EF33B254FA4340,-75.24415212,31,2016.0,201618016129,0411,2016-03-12,B,M,44,leg,N,0101000020110F00009733BF2CD3F35FC1FDCF3D0E9D895241,N,6100 BLOCK PINE ST,0,-75.24415212,39.95570972,18,20:37:00,0.0,1.0,0.0,39.95570972,N
,,32,2016.0,201625005325,0411,2016-01-22,B,M,48,arm,N,,N,3000 BLOCK N 08TH ST,0,,,25,16:51:00,0.0,1.0,0.0,,N
0101000020E6100000DD7E541EB8CE52C01654F1D28FFB4340,-75.2299877,33,2016.0,201619084818,0411,2016-09-15,B,M,23,multi,N,0101000020110F000054DC14FB48F25FC186D30E3BFA8A5241,N,5500 BLOCK VINE ST,0,-75.2299877,39.96532666,19,15:35:00,0.0,1.0,0.0,39.96532666,N
0101000020E610000018BD4B90AECD52C0EAE83C53FDF94340,-75.21377952,34,2015.0,201518014258,0411,2015-03-08,B,F,46,multi,N,0101000020110F00005965C1E885F05FC143F0EB403C895241,N,4500 BLOCK SPRUCE ST,0,-75.21377952,39.95304337,18,10:57:00,1.0,0.0,0.0,39.95304337,N
0101000020E6100000EAE83C53BDC752C08D518D4DE1FF4340,-75.12093049,35,2016.0,201625059158,0411,2016-07-14,B,M,18,buttocks,N,0101000020110F0000185DB9EE6DE65FC16DF46B89C38F5241,N,500 BLOCK E WESTMORELAND ST,0,-75.12093049,39.9990632,25,20:33:00,0.0,1.0,0.0,39.9990632,N
0101000020E6100000A946755BDEC952C00AB097BF25084440,-75.15419661,36,2016.0,201614062144,0411,2016-08-04,B,M,25,multi,N,0101000020110F0000E05272B90BEA5FC132170F15EF985241,N,7200 BLOCK FORREST AVE,0,-75.15419661,40.06365199,14,21:43:00,0.0,1.0,0.0,40.06365199,N
0101000020E61000007AB9780DF4C052C074A9196B620C4440,-75.01489579,37,2015.0,201507036376,0111,2015-12-07,W,M,69,head,N,0101000020110F0000A4881400E7DA5FC1A188750DA39D5241,N,10000 BLOCK SANDMEYER LN,0,-75.01489579,40.09675349,07,15:28:00,0.0,1.0,1.0,40.09675349,N
0101000020E61000004AFA28E1D1CA52C0EDA563AD25094440,-75.16906003,38,2015.0,201514031229,0300,2015-04-23,B,M,21,leg,N,0101000020110F000036C8195FA9EB5FC170E0801B0B9A5241,N,VERNON RD / THOURON AV,0,-75.16906003,40.07146232,14,22:15:00,0.0,1.0,0.0,40.07146232,N
0101000020E61000006700B90E5FCB52C0F42E83D668F74340,-75.17767685,39,2015.0,201517038973,0411,2015-08-12,B,M,21,leg,N,0101000020110F000091802E2D99EC5FC1D7A5F29760865241,N,2000 BLOCK DICKINSON ST,0,-75.17767685,39.9328869,17,00:38:00,0.0,1.0,0.0,39.9328869,N
0101000020E6100000550E1415FDC852C097B0F4A97CFC4340,-75.14044692,40,2015.0,201522011354,0411,2015-02-08,B,M,21,chest,N,0101000020110F00007FD580128DE85FC15E6B11B1008C5241,N,N 30TH ST / MASTER ST,0,-75.14044692,39.97255444,22,12:07:00,0.0,1.0,0.0,39.97255444,N
0101000020E61000009C2045F832CA52C05BF9B87870084440,-75.15936095,41,2016.0,201614072744,0300,2016-09-08,B,M,45,wrist,N,0101000020110F0000EAEB83729BEA5FC14B835A0142995241,N,1800 BLOCK E WASHINGTON LN,0,-75.15936095,40.06593236,14,19:48:00,0.0,1.0,0.0,40.06593236,N
0101000020E6100000E190D3F8C1C652C0EAF02963F0004440,-75.10558911,42,2015.0,201524040103,0411,2015-05-06,B,M,22,multi,N,0101000020110F0000987ADEFBC2E45FC1D4ACF718F0905241,N,3900 BLOCK BENNINGTON ST,0,-75.10558911,40.00733604,24,16:32:00,0.0,1.0,0.0,40.00733604,N
0101000020E6100000BC653D6BADC852C064709C2D83FE4340,-75.13558465,43,2015.0,201526013967,0411,2015-03-22,W,M,34,multi,N,0101000020110F00003C2F84C105E85FC1154A2A653F8E5241,N,2500 BLOCK N 02ND ST,0,-75.13558465,39.98837824,26,00:48:00,0.0,1.0,0.0,39.98837824,N
0101000020E61000008F5A387BEDC452C03958A42EBE024440,-75.07699471,44,2016.0,201615025965,3010,2016-03-23,B,M,30,head/multi,N,0101000020110F00008BEC9134A7E15FC1EB667D30F0925241,N,1600 BLOCK PRATT ST,0,-75.07699471,40.0214289,15,19:08:00,1.0,0.0,0.0,40.0214289,N
0101000020E610000053D137ED12C652C0C9F1D8090E014440,-75.09490519,45,2016.0,201624063418,0411,2016-06-28,W,M,31,leg,N,0101000020110F0000CEC6D7A699E35FC1828D96F910915241,N,1600 BLOCK E HUNTING PARK AVE,0,-75.09490519,40.00824092,24,23:18:00,0.0,1.0,0.0,40.00824092,N
0101000020E6100000F2207F61A0C752C0ECB933B0E1FD4340,-75.11916387,46,2016.0,201626035833,0411,2016-07-17,W,M,50,arm,N,0101000020110F00000C6588C43CE65FC173621B648C8D5241,N,2300 BLOCK E LEHIGH AVE,0,-75.11916387,39.98344996,26,23:52:00,0.0,1.0,0.0,39.98344996,N
0101000020E610000009D362B685CE52C0BDD3328C9AF84340,-75.22691116,47,2016.0,201612054649,0411,2016-08-03,B,M,43,stomach,N,0101000020110F0000E51D6F5CF3F15FC1E5E51A38B3875241,N,5400 BLOCK BEAUMONT ST,0,-75.22691116,39.94221642,12,22:18:00,0.0,1.0,0.0,39.94221642,N
0101000020E61000007201056AF3C752C07324E18C2B054440,-75.12423182,48,2015.0,201535070758,0411,2015-08-16,B,F,23,thigh,N,0101000020110F0000A444E0CEC9E65FC12FDAD366A1955241,N,5900 BLOCK N 02ND ST,0,-75.12423182,40.04039155,35,22:55:00,0.0,1.0,0.0,40.04039155,N
0101000020E61000000147C8612CCA52C00B14CA2582004440,-75.15895886,49,2015.0,201539072202,0411,2015-09-05,B,M,24,multi,N,0101000020110F00006EA4D84190EA5FC18EC3D2DD75905241,N,1800 BLOCK W WESTMORELAND ST,0,-75.15895886,40.00397179,39,13:17:00,0.0,1.0,0.0,40.00397179,N
0101000020E61000008B42A23B8ECC52C08DA1D61361014440,-75.19618121,50,2015.0,201539065490,0411,2015-08-12,B,M,27,multi,N,0101000020110F00007E7685269CEE5FC134743D0D6D915241,N,3700 BLOCK PALISADES DR,0,-75.19618121,40.01077507,39,20:30:00,0.0,1.0,0.0,40.01077507,N
0101000020E6100000258C0BACC8C852C0AB443415BD004440,-75.13724805,51,2015.0,201525089716,0411,2015-10-31,W,F,52,head,N,0101000020110F0000A879520C34E85FC128A02C36B7905241,N,500 BLOCK W VENANGO ST,1,-75.13724805,40.00577035,25,03:59:00,0.0,1.0,0.0,40.00577035,N
0101000020E6100000FA2DF83C58CF52C027F77D3057FB4340,-75.23976063,52,2015.0,201519074132,0411,2015-07-26,B,M,19,leg,N,0101000020110F000099ACCEF558F35FC1EDAC3B79BB8A5241,N,100 BLOCK N SALFORD ST,0,-75.23976063,39.96359831,19,13:57:00,0.0,1.0,0.0,39.96359831,N
0101000020E61000006D86E14430C752C03F71DFEE55054440,-75.11232111,53,2016.0,201602007638,0300,2016-02-09,B,M,25,thighs,N,0101000020110F0000A826A6557EE55FC11B10446BD0955241,N,300 BLOCK ADAMS AVE,0,-75.11232111,40.04168497,02,00:41:00,0.0,1.0,0.0,40.04168497,N
0101000020E61000008907944DB9CA52C07D0A5FE3A3FD4340,-75.16756,54,2016.0,201622077425,0411,2016-09-19,B,M,25,thigh,N,0101000020110F0000B64237A07FEB5FC1B4B450E4478D5241,N,2000 BLOCK W MONTGOMERY AVE,0,-75.16756,39.98156397,22,23:06:00,0.0,1.0,0.0,39.98156397,N
0101000020E61000000B9C4BF58DC952C06B246CEC50074440,-75.14928944,55,2015.0,201535099203,0411,2015-11-12,B,M,30,back,N,0101000020110F00000B6D922883E95FC154D8FCEA02985241,N,6700 BLOCK OGONTZ AVE,0,-75.14928944,40.05715709,35,14:26:00,0.0,1.0,0.0,40.05715709,N
0101000020E6100000EBA5EF56D2C952C0E98B106089024440,-75.15346311,56,2015.0,201539076188,0411,2015-09-19,B,M,28,multi,N,0101000020110F00003416AA4FF7E95FC1FE7525A0B5925241,N,1600 BLOCK ROWAN ST,0,-75.15346311,40.01981736,39,02:20:00,0.0,1.0,0.0,40.01981736,N
0101000020E6100000484FD35F16C852C0B1C314BC53054440,-75.12636562,57,2015.0,201535039810,0111,2015-05-14,B,M,50,back,N,0101000020110F00005D9D053105E75FC1D667EDFACD955241,N,100 BLOCK LINTON ST,0,-75.12636562,40.04161788,35,18:50:00,0.0,1.0,1.0,40.04161788,N
0101000020E6100000D2AF2967DACA52C0F624136442FF4340,-75.16958026,58,2015.0,201522080297,0411,2015-09-06,B,M,22,multi,N,0101000020110F000078B573D9B7EB5FC14877C95C138F5241,N,N 23RD ST / W HUNTINGDON ST,0,-75.16958026,39.99421359,22,20:08:00,0.0,1.0,0.0,39.99421359,N
0101000020E61000007CFD7BB6EFCE52C05A89F51D2EF94340,-75.23338091,59,2015.0,201512065409,0411,2015-08-18,B,M,30,multi,N,0101000020110F000035E3D369A7F25FC178E3A4B156885241,N,5400 BLOCK ANGORA TER,0,-75.23338091,39.94671988,12,11:54:00,0.0,1.0,0.0,39.94671988,N
0101000020E610000055DCFAE18ECB52C02B291CE670FE4340,-75.18059587,60,2015.0,201522080436,0411,2015-09-06,B,M,23,mutli,N,0101000020110F0000A30C9669EAEC5FC14196FC212B8E5241,N,2900 BLOCK W DIAMOND ST,0,-75.18059587,39.98782041,22,23:47:00,0.0,1.0,0.0,39.9878204,N
0101000020E610000013609A1A4FCA52C0A5EC3E1155FE4340,-75.16107812,61,2016.0,201622056825,0411,2016-07-06,B,M,27,multi,N,0101000020110F0000F415673CCBEA5FC1CDD23A480C8E5241,N,2200 BLOCK N 17TH ST,0,-75.16107812,39.98697105,22,23:45:00,0.0,1.0,0.0,39.98697105,N
0101000020E610000081BA799166CE52C0B30631C8C4F84340,-75.22501027,62,2016.0,201612044120,0411,2016-06-20,B,M,26,thigh,N,0101000020110F00007DA9A475BEF15FC115D02801E2875241,N,1100 BLOCK S 53RD ST,0,-75.22501027,39.94350531,12,16:01:00,0.0,1.0,0.0,39.94350531,N
0101000020E610000069BF7B685BC752C01891ACECD0024440,-75.11495411,63,2015.0,201525053928,0411,2015-07-03,W,M,47,foot,N,0101000020110F0000E9AD519CC7E55FC111A1ADF904935241,N,4800 BLOCK BINGHAM ST,0,-75.11495411,40.02200087,25,01:48:00,0.0,1.0,0.0,40.02200087,N
0101000020E6100000058C2E6F0ECB52C0F4C308E151FF4340,-75.172756,64,2015.0,201522086009,0111,2015-09-25,B,M,50,head,N,0101000020110F00003D38D83A10EC5FC1B7E94F88248F5241,N,2600 BLOCK N 25TH ST,0,-75.17275599999999,39.99468626,22,00:15:00,0.0,1.0,1.0,39.99468625,N
0101000020E61000007FBC99C95EC752C063326ECDCAFF4340,-75.11516037,65,2015.0,201525032587,0411,2015-04-27,B,M,19,leg,N,0101000020110F0000C1BDCE59CDE55FC12FC26497AA8F5241,N,3300 BLOCK G ST,0,-75.11516037,39.99837654,25,00:40:00,0.0,1.0,0.0,39.99837654,N
0101000020E6100000129D4C7980CB52C0BDFFD12F78074440,-75.17971642,66,2015.0,201514105035,0111,2015-12-23,B,M,37,multi,N,0101000020110F0000ACA8FDEFD1EC5FC1B6483D7C2E985241,N,400 BLOCK VERNON RD,0,-75.17971642,40.05835531,14,23:01:00,0.0,1.0,1.0,40.05835531,N
0101000020E6100000299918A275C952C00E6314FC1D004440,-75.14780476,67,2015.0,201525025969,0411,2015-04-05,B,M,34,multi,N,0101000020110F00000D220CD759E95FC1246948D006905241,N,1100 BLOCK W ALLEGHENY AVE,0,-75.14780476,40.00091506,25,20:49:00,0.0,1.0,0.0,40.00091506,N
0101000020E61000000E42AB5948C952C0BEC4F57B24FF4340,-75.14504091,68,2015.0,201525082235,0111,2015-10-06,B,M,27,head,N,0101000020110F000010B724EC0CE95FC180285C35F28E5241,N,2700 BLOCK N 08TH ST,1,-75.14504091,39.99330091,25,02:55:00,1.0,0.0,1.0,39.99330091,N
0101000020E610000082ED9A6F48C852C0F8C0F129BEFF4340,-75.12942114,69,2016.0,201625000618,3006,2016-01-03,W,M,17,head,N,0101000020110F000028DAE9395AE75FC188735C949C8F5241,N,100 BLOCK W WISHART ST,1,-75.12942115,39.99799084,25,17:49:00,0.0,1.0,0.0,39.99799084,N
0101000020E610000024724DC3E8C752C02289C170ECFE4340,-75.12358172,70,2015.0,201524040111,0411,2015-05-06,B,M,21,multi,N,0101000020110F000047D545B7B7E65FC101EC9E14B48E5241,N,2800 BLOCK BOUDINOT ST,0,-75.12358172,39.99159059,24,16:38:00,0.0,1.0,0.0,39.99159059,N
0101000020E61000005ACFD6E24FC552C0205713D9C1014440,-75.08300086,71,2015.0,201515066305,0413,2015-07-08,B,M,32,stomach,N,0101000020110F00007FE0115B4EE25FC16B03D55BD8915241,N,4600 BLOCK HEDGE ST,0,-75.08300086,40.01372827,15,21:29:00,0.0,1.0,0.0,40.01372827,N
0101000020E6100000530438BDCBC352C07E74669243024440,-75.05931025,72,2015.0,201515022809,0411,2015-03-13,B,M,36,multi,N,0101000020110F0000F793900CBBDF5FC1EFB6E93668925241,N,4700 BLOCK COMLY ST,0,-75.05931025,40.01768713,15,22:44:00,1.0,0.0,0.0,40.01768713,N
0101000020E6100000DAA21694B3CD52C0C47EAA6546F74340,-75.2140856,73,2015.0,201512093525,0411,2015-11-26,B,M,23,back,N,0101000020110F00005704686D8EF05FC1DC3787723A865241,N,2700 BLOCK BARTRAM DR,0,-75.2140856,39.93183585,12,22:12:00,0.0,1.0,0.0,39.93183585,N
0101000020E61000001817791F68CB52C05FCAA7640CFD4340,-75.17823016,74,2015.0,201522078407,0411,2015-09-01,B,M,22,calf,N,0101000020110F00005EAB3593A8EC5FC17B7DA4FB9F8C5241,N,2500 BLOCK JEFFERSON ST,0,-75.17823016,39.97694071,22,02:36:00,0.0,1.0,0.0,39.97694071,N
0101000020E610000081C47E6809CE52C0DD163CB796FA4340,-75.21932423,75,2015.0,201518043120,0411,2015-07-07,B,M,22,multi,N,0101000020110F0000C010C03720F15FC112AB4234E6895241,N,100 BLOCK S 49TH ST,0,-75.21932423,39.95772448,18,22:10:00,0.0,1.0,0.0,39.95772448,N
0101000020E61000009A87237A9FC952C015E6988727084440,-75.15035871,76,2015.0,201514073286,0111,2015-09-07,B,M,39,multi,N,0101000020110F0000DCA487EAA0E95FC1F185180FF1985241,N,7100 BLOCK N UBER ST,0,-75.15035871,40.06370635,14,20:37:00,0.0,1.0,1.0,40.06370635,N
0101000020E6100000DA81C68E3ECC52C09B745B2217F84340,-75.19131822,77,2015.0,201517017020,0411,2015-04-21,W,M,30,multi,N,0101000020110F00009FA267D014EE5FC14B5395A621875241,N,1200 BLOCK S DOVER ST,0,-75.19131822,39.938206,17,20:52:00,0.0,1.0,0.0,39.938206,N
0101000020E61000004197152FFBCE52C0C1C9D345CCFC4340,-75.23408105,78,2016.0,201619085725,0111,2016-09-18,B,M,30,multi,N,0101000020110F00002934F0E5BAF25FC1841235EB588C5241,N,5600 BLOCK MEDIA ST,0,-75.23408105,39.97498392,19,17:31:00,0.0,1.0,1.0,39.97498391,N
0101000020E6100000096FAC1785CB52C08B65C07AD8FD4340,-75.17999832,79,2015.0,201522049038,0411,2015-05-31,B,M,36,back,N,0101000020110F000066615FC8D9EC5FC169A8142F828D5241,N,1800 BLOCK N 28TH ST,0,-75.17999832,39.98316893,22,00:09:00,0.0,1.0,0.0,39.98316893,N
0101000020E61000003E19CA268CBF52C039394BE20F094440,-74.99292917,80,2016.0,201608012945,0111,2016-04-03,W,F,64,head,N,0101000020110F0000411D0DAC83D85FC1F8EF99EBF2995241,N,3600 BLOCK CHESTERFIELD RD,0,-74.99292917,40.07079724,08,22:35:00,1.0,0.0,1.0,40.07079724,N
0101000020E61000002D6C9B1C9DCD52C0775DC7D1FFFC4340,-75.21271434,81,2016.0,201616030915,0111,2016-07-20,B,M,22,head/multi,N,0101000020110F000061C2EF4368F05FC13ECE240C928C5241,N,4200 BLOCK VIOLA ST,0,-75.21271435,39.97655699,16,02:03:00,0.0,1.0,1.0,39.97655699,N
0101000020E61000003A4E5D3BC9CE52C07076ADB5DEFA4340,-75.23103222,82,2015.0,201518003150,0111,2015-01-16,B,M,42,head-m,N,0101000020110F00007594B50C66F25FC1D85F77F9358A5241,N,5500 BLOCK LUDLOW ST,0,-75.23103222,39.95992156,18,00:05:00,0.0,1.0,1.0,39.95992156,N
0101000020E61000002BEDFDDB9FCC52C01325E7E52CFB4340,-75.19725704,83,2016.0,201616032027,0111,2016-07-29,B,M,25,multi,N,0101000020110F000061313717BAEE5FC140717C9C8C8A5241,N,500 BLOCK N 38TH ST,0,-75.19725704,39.96230768,16,23:06:00,0.0,1.0,1.0,39.96230768,N
0101000020E61000007F51FEC55ECB52C08B26C41A36044440,-75.17765951,84,2016.0,201614068798,0300,2016-08-27,B,M,19,leg,N,0101000020110F000091CBA4B198EC5FC1BBC74D2291945241,N,100 BLOCK W CHELTEN AVE,0,-75.17765951,40.03290114,14,00:03:00,0.0,1.0,0.0,40.03290114,N
0101000020E6100000BB24EF9891CF52C066525CB8A0FA4340,-75.24326156,85,2015.0,201518050028,0411,2015-08-02,B,M,34,buttock,N,0101000020110F000020BEFF63BAF35FC1A2A6FC49F1895241,N,6000 BLOCK LOCUST ST,0,-75.24326156,39.95802979,18,21:20:00,0.0,1.0,0.0,39.95802979,N
0101000020E6100000909B864D09C852C0564602916E054440,-75.1255678,86,2016.0,201635029043,0111,2016-04-10,B,M,23,chest,N,0101000020110F0000ECCBFEFCEEE65FC1AFEF14BFEB955241,N,6000 BLOCK N AMERICAN ST,0,-75.1255678,40.04243672,35,15:14:00,0.0,1.0,1.0,40.04243672,N
0101000020E610000035719B3E35CA52C01322A66520094440,-75.15949979,87,2015.0,201514064674,0300,2015-08-11,B,M,39,neck,N,0101000020110F0000D970AC4F9FEA5FC14D5F483F059A5241,N,2400 BLOCK 78TH AVE,0,-75.15949979,40.07130118,14,15:15:00,0.0,1.0,0.0,40.07130118,N
0101000020E61000006A856DB4F1CE52C002C59F1308F84340,-75.23350249,88,2016.0,201612040682,0300,2016-06-06,B,M,34,head,N,0101000020110F0000C59B04CCAAF25FC17E66C8F810875241,N,5700 BLOCK BEAUMONT ST,0,-75.23350249,39.93774648,12,22:17:00,0.0,1.0,0.0,39.93774648,N
0101000020E61000008A194418BDC952C043CEF38E70FC4340,-75.15216643,89,2015.0,201526053842,0111,2015-10-12,B,M,14,head,N,0101000020110F0000E2328939D3E95FC14C3EA546F38B5241,N,1200 BLOCK N 10TH ST,0,-75.15216643,39.97218502,26,21:59:00,0.0,1.0,1.0,39.97218501,N
0101000020E6100000062E6E277AC952C04CF54B6131054440,-75.14808069,90,2016.0,201635068708,0411,2016-08-10,B,M,27,multi,N,0101000020110F00004E6BE58461E95FC1CE446DDEA7955241,N,5700 BLOCK N 16TH ST,0,-75.14808069,40.04056946,35,04:32:00,0.0,1.0,0.0,40.04056946,N
0101000020E6100000F0884CF11FC952C0F370A71977014440,-75.14257462,91,2016.0,201625016485,0412,2016-03-01,W,M,23,multi,N,0101000020110F0000BCA43049C8E85FC1C38BCE7885915241,N,3900 BLOCK N PERCY ST,1,-75.14257462,40.01144715,25,01:34:00,1.0,0.0,0.0,40.01144715,N
0101000020E6100000105B9B427EC952C042864490B9004440,-75.14833131,92,2016.0,201625045246,0411,2016-05-31,B,M,26,multi,N,0101000020110F000082D86C7E68E95FC190E43C4FB3905241,N,1200 BLOCK W TIOGA ST,0,-75.14833131,40.00566295,25,17:07:00,0.0,1.0,0.0,40.00566295,N
0101000020E610000071F319920BCB52C0C9C0E88F3CFD4340,-75.17258122,93,2015.0,201522040181,0411,2015-05-04,B,M,25,leg,N,0101000020110F00007A39A25D0BEC5FC1FADE9F5ED58C5241,N,2200 BLOCK BOLTON WAY,0,-75.17258122,39.97841071,22,22:34:00,0.0,1.0,0.0,39.97841071,N
0101000020E610000085BD1E8635CA52C073BF01354EFE4340,-75.15951684,94,2016.0,201622030599,0411,2016-04-14,B,M,36,multi,N,0101000020110F0000973A25C99FEA5FC149007EAD048E5241,N,2200 BLOCK N 16TH ST,0,-75.15951685,39.98676169,22,17:32:00,0.0,1.0,0.0,39.98676169,N
0101000020E610000041DEC4F346C852C0B7C58886BDFF4340,-75.12933058,95,2015.0,201524037147,0411,2015-04-28,W,M,21,foot,N,0101000020110F00001939B9B457E75FC18B5032DF9B8F5241,N,100 BLOCK E WISHART ST,1,-75.12933059,39.99797136,24,15:02:00,0.0,1.0,0.0,39.99797136,N
0101000020E61000004FBE4D3D1AC952C060C4A12BCFFD4340,-75.14222653,96,2015.0,201526046199,0411,2015-09-07,B,M,22,stomach,N,0101000020110F0000ACB93D99BEE85FC139059DDD778D5241,N,500 BLOCK DIAMOND ST,1,-75.14222653,39.98288484,26,20:48:00,0.0,1.0,0.0,39.98288484,N
0101000020E61000002216B524D5CE52C00B18D13430F64340,-75.23175924,97,2015.0,201512040433,0111,2015-05-25,B,M,20,multi,N,0101000020110F0000AD3653487AF25FC10C27355906855241,N,2400 BLOCK S 65TH ST,0,-75.23175924,39.92334614,12,22:09:00,0.0,1.0,1.0,39.92334614,N
0101000020E6100000E8C2272101C352C054C7C77A2C034440,-75.04694394,98,2015.0,201515071475,0000,2015-07-23,B,M,28,side,N,0101000020110F0000E98270E562DE5FC17E7603846A935241,N,6700 BLOCK MARSDEN ST,0,-75.04694394,40.02479491,15,01:15:00,0.0,1.0,0.0,40.02479491,N
0101000020E6100000E8C2272101C352C054C7C77A2C034440,-75.04694394,99,2015.0,201515071475,0111,2015-07-23,B,M,29,head-m,N,0101000020110F0000E98270E562DE5FC17E7603846A935241,N,6700 BLOCK MARSDEN ST,0,-75.04694394,40.02479491,15,01:15:00,0.0,1.0,1.0,40.02479491,N
,,100,2015.0,201517037125,0411,2015-08-02,B,M,31,multi,N,,N,1900 BLOCK ELLSWORTH ST,0,,,17,23:53:00,0.0,1.0,0.0,,N
0101000020E6100000B686105FBFC952C0E8EFCE6F52FE4340,-75.15230538,101,2015.0,201522029887,0411,2015-04-07,B,M,33,groin,N,0101000020110F0000AE577A17D7E95FC1857DBE5D098E5241,N,2200 BLOCK N 12TH ST,0,-75.15230538,39.98689077,22,10:46:00,0.0,1.0,0.0,39.98689077,N
0101000020E61000001DEB3DF0CCC752C040B5A8EC47FF4340,-75.12188345,102,2015.0,201524003698,0390,2015-01-13,W,M,44,shoulder,N,0101000020110F00006098097488E65FC193CD327F198F5241,N,2900 BLOCK D ST,1,-75.12188345,39.99438246,24,19:12:00,1.0,0.0,0.0,39.99438246,N
0101000020E61000007BA4C16D2DC552C07D4166C28A024440,-75.08089775,103,2016.0,201615005813,0411,2016-01-21,B,M,19,shoul,N,0101000020110F0000B6BF92D313E25FC18FFD1A29B7925241,N, 4940 FRANKFORD AVE,0,-75.08089775,40.0198596,15,00:31:00,0.0,1.0,0.0,40.0198596,N
0101000020E61000008050CD9B79CA52C0E7666603BC054440,-75.1636724,104,2016.0,201614054386,0411,2016-07-05,B,M,33,arm,N,0101000020110F0000C1CF366F13EB5FC1E35D51AA41965241,N,800 BLOCK WOODLAWN ST,0,-75.1636724,40.04480021,14,21:07:00,0.0,1.0,0.0,40.04480021,N
0101000020E6100000B681BF888BCA52C077CCED1CD2054440,-75.16476649,105,2015.0,201514078401,0411,2015-09-25,B,M,50,stomach,N,0101000020110F0000CE3200E231EB5FC12CBADF2E5A965241,N,800 BLOCK E CHELTEN AVE,0,-75.16476649,40.04547464,14,20:29:00,0.0,1.0,0.0,40.04547464,N
0101000020E6100000B32AA13F9DCE52C047FE81EE22FB4340,-75.22834769,106,2015.0,201519023955,0411,2015-03-17,B,M,28,buttock,N,0101000020110F0000049FEA561BF25FC1274B5D91818A5241,N,N 54TH ST / ARCH ST,0,-75.22834769,39.96200353,19,17:06:00,0.0,1.0,0.0,39.96200353,N
0101000020E610000034901D0AD5C952C0BD0E07CFA5034440,-75.1536279,107,2015.0,201535110535,0411,2015-12-19,B,M,22,arm,N,0101000020110F00002EBCB3E5FBE95FC1DB516C15F1935241,N,1800 BLOCK W ROCKLAND ST,0,-75.1536279,40.02849758,35,22:33:00,0.0,1.0,0.0,40.02849758,N
0101000020E6100000E02E3D9279CF52C01C5BF01E77FA4340,-75.24179512,108,2016.0,201618045301,0411,2016-06-20,B,M,16,thigh,N,0101000020110F000026A16C9491F35FC12AD88332C3895241,N,200 BLOCK S 60TH ST,0,-75.24179512,39.95676028,18,00:07:00,0.0,1.0,0.0,39.95676028,N
0101000020E610000024C0C0DE8AC752C0E01ED7C8A6024440,-75.11785096,109,2016.0,201625033242,0111,2016-04-24,W,M,17,chest,N,0101000020110F00005F48C63A18E65FC11234A63DD6925241,N,400 BLOCK E WYOMING AVE,1,-75.11785096,40.02071486,25,03:12:00,0.0,1.0,1.0,40.02071486,N
0101000020E61000007934BCF618CB52C0E9263108ACF74340,-75.17339867,110,2015.0,201517041035,0411,2015-08-21,B,M,40,leg,N,0101000020110F0000BF62831D22EC5FC1DE0BBA04AB865241,N,1700 BLOCK WHARTON ST,1,-75.17339867,39.9349375,17,21:25:00,0.0,1.0,0.0,39.9349375,N
0101000020E6100000BDB8226B2CC952C0AD57685250074440,-75.14333609,111,2016.0,201635031735,0300,2016-04-18,B,M,29,arm,N,0101000020110F00002B343E7ADDE85FC19248174002985241,N,6800 BLOCK N SYDENHAM ST,0,-75.14333609,40.05713873,35,01:17:00,0.0,1.0,0.0,40.05713873,N
0101000020E61000001AF408E23ACD52C081A690F1C9FB4340,-75.20671893,112,2016.0,201616039303,0411,2016-09-17,B,M,27,multi,N,0101000020110F0000090CF469C1EF5FC1A75F93A23A8B5241,N,800 BLOCK N HOLLY ST,0,-75.20671893,39.96710033,16,00:11:00,0.0,1.0,0.0,39.96710033,N
0101000020E61000002510866CA6CD52C0A09CD3F224FC4340,-75.21328271,113,2016.0,201616022052,0411,2016-05-26,B,M,35,thigh,N,0101000020110F00006E3C421578F05FC18665F07B9F8B5241,N,4500 BLOCK LANCASTER AVE,0,-75.21328271,39.96987758,16,00:49:00,0.0,1.0,0.0,39.96987758,N
0101000020E6100000A77EB5D532C652C0AFF4D2FBE3004440,-75.09685271,114,2015.0,201524056910,0300,2015-06-19,B,M,16,leg,N,0101000020110F00003EC1D8D9CFE35FC1A07E2758E2905241,N,4000 BLOCK O ST,0,-75.09685271,40.00695751,24,20:41:00,0.0,1.0,0.0,40.00695751,N
0101000020E6100000DEC9C8D59FCA52C0C9EF65896BFF4340,-75.16600556,115,2015.0,201539016835,0111,2015-03-05,B,M,31,head-m,N,0101000020110F00009A98B05D54EB5FC1180105FA408F5241,N,2100 BLOCK W LEHIGH AVE,1,-75.16600556,39.99546926,39,16:44:00,1.0,0.0,1.0,39.99546926,N
